    mass_H2O	        totU	     totAcid	     totBase	          pH	        U_aq	         U_s	        U_sc	        U_ex	        Kd_s	       Kd_sc	       Kd_ex	metaschoepite	
    0.999987	  6.9983e-06	  8.4252e-03	  1.0000e-09	  2.1892e+00	  6.5383e-06	  4.6013e-07	  4.4592e-09	  4.5567e-07	  7.0375e+01	  6.8201e-01	  6.9693e+01	           0	
    0.999933	  2.4363e-09	  1.0000e-09	  1.4637e-02	  1.2034e+01	  2.1375e-10	  2.2226e-09	  2.2226e-09	  1.4025e-27	  1.0398e+04	  1.0398e+04	  6.5616e-15	           0	
     1.00006	  1.1225e-04	  1.0000e-09	  3.0966e-05	  8.4682e+00	  1.2416e-05	  9.9833e-05	  1.3215e-05	  2.1416e-12	  8.0409e+03	  1.0644e+03	  1.7249e-04	  8.6618e-05	
     1.00001	  5.8273e-06	  1.0000e-09	  6.0676e-03	  1.1651e+01	  3.8875e-06	  1.9398e-06	  1.9398e-06	  6.5624e-22	  4.9898e+02	  4.9898e+02	  1.6881e-13	           0	
    0.999966	  2.4142e-04	  1.1247e-02	  1.0000e-09	  2.0819e+00	  2.2664e-04	  1.4785e-05	  8.9967e-08	  1.4695e-05	  6.5236e+01	  3.9696e-01	  6.4839e+01	           0	
     1.00001	  1.9757e-06	  1.0000e-09	  6.1153e-03	  1.1655e+01	  4.2189e-07	  1.5538e-06	  1.5538e-06	  6.9065e-23	  3.6830e+03	  3.6830e+03	  1.6371e-13	           0	
    0.999905	  8.6948e-07	  1.7570e-02	  1.0000e-09	  1.8695e+00	  8.1346e-07	  5.6091e-08	  1.2458e-10	  5.5967e-08	  6.8954e+01	  1.5315e-01	  6.8801e+01	           0	
    0.999991	  6.8784e-09	  1.0000e-09	  8.1010e-03	  1.1778e+01	  4.4393e-10	  6.4345e-09	  6.4345e-09	  2.6515e-26	  1.4494e+04	  1.4494e+04	  5.9727e-14	           0	
     1.00006	  3.5651e-05	  2.7188e-04	  1.0000e-09	  3.9721e+00	  2.9174e-05	  6.4746e-06	  4.4835e-06	  1.9911e-06	  2.2193e+02	  1.5368e+02	  6.8249e+01	           0	
     0.99981	  8.6969e-03	  1.0000e-09	  8.6394e-03	  1.1433e+01	  7.5665e-03	  1.1318e-03	  2.0214e-06	  2.1725e-18	  1.4958e+02	  2.6715e-01	  2.8712e-13	  1.1298e-03	
     1.00003	  6.6054e-08	  1.0000e-09	  3.4746e-03	  1.1406e+01	  3.2281e-09	  6.2826e-08	  6.2826e-08	  3.7397e-24	  1.9462e+04	  1.9462e+04	  1.1585e-12	           0	
     1.00005	  1.0870e-09	  1.0000e-09	  1.8121e-03	  1.1116e+01	  4.4851e-11	  1.0421e-09	  1.0421e-09	  4.5931e-25	  2.3236e+04	  2.3236e+04	  1.0241e-11	           0	
    0.999913	  1.4730e-08	  1.6663e-02	  1.0000e-09	  1.8924e+00	  1.3780e-08	  9.5199e-10	  2.3505e-12	  9.4964e-10	  6.9087e+01	  1.7057e-01	  6.8916e+01	           0	
     1.00001	  1.8828e-05	  6.0495e-03	  1.0000e-09	  2.3360e+00	  1.7578e-05	  1.2490e-06	  2.3495e-08	  1.2255e-06	  7.1052e+01	  1.3366e+00	  6.9716e+01	           0	
     1.00005	  1.9433e-04	  1.0000e-09	  1.0614e-03	  1.0788e+01	  1.9229e-04	  2.0309e-06	  2.0309e-06	  1.6255e-17	  1.0561e+01	  1.0561e+01	  8.4536e-11	           0	
    0.999912	  1.5593e-07	  1.6761e-02	  1.0000e-09	  1.8898e+00	  1.4587e-07	  1.0075e-08	  2.4587e-11	  1.0051e-08	  6.9071e+01	  1.6856e-01	  6.8903e+01	           0	
     0.99992	  3.3973e-04	  1.0000e-09	  1.5337e-02	  1.2038e+01	  3.3775e-04	  1.9989e-06	  1.9989e-06	  2.1142e-21	  5.9184e+00	  5.9184e+00	  6.2595e-15	           0	
    0.999921	  6.1068e-05	  1.0000e-09	  1.5800e-02	  1.2064e+01	  5.9079e-05	  1.9932e-06	  1.9932e-06	  2.9520e-22	  3.3738e+01	  3.3738e+01	  4.9966e-15	           0	
    0.999957	  9.6511e-03	  7.6165e-03	  1.0000e-09	  4.5439e+00	  9.5510e-03	  1.0046e-04	  4.0375e-05	  6.0082e-05	  1.0518e+01	  4.2273e+00	  6.2906e+00	           0	
    0.999822	  3.8749e-03	  1.0000e-09	  1.9142e-02	  1.1987e+01	  3.8736e-03	  2.0013e-06	  2.0013e-06	  3.2663e-20	  5.1664e-01	  5.1664e-01	  8.4323e-15	           0	
    0.999969	  7.8929e-09	  1.0458e-02	  1.0000e-09	  2.0943e+00	  7.3764e-09	  5.1670e-10	  3.2408e-12	  5.1346e-10	  7.0047e+01	  4.3935e-01	  6.9608e+01	           0	
    0.999961	  5.2767e-06	  1.1341e-02	  1.0000e-09	  2.0595e+00	  4.9327e-06	  3.4416e-07	  1.8404e-09	  3.4232e-07	  6.9770e+01	  3.7309e-01	  6.9397e+01	           0	
     0.99996	  4.0220e-07	  1.1438e-02	  1.0000e-09	  2.0554e+00	  3.7595e-07	  2.6262e-08	  1.3773e-10	  2.6124e-08	  6.9854e+01	  3.6634e-01	  6.9488e+01	           0	
    0.999946	  3.4146e-04	  1.3625e-02	  1.0000e-09	  2.0020e+00	  3.2119e-04	  2.0287e-05	  8.7772e-08	  2.0199e-05	  6.3162e+01	  2.7327e-01	  6.2889e+01	           0	
     1.00006	  6.2637e-08	  1.0000e-09	  2.8443e-04	  1.0237e+01	  2.2935e-09	  6.0344e-08	  6.0344e-08	  1.2155e-20	  2.6311e+04	  2.6311e+04	  5.2997e-09	           0	
     1.00005	  6.6478e-04	  2.9112e-03	  1.0000e-09	  2.9302e+00	  6.2570e-04	  3.9051e-05	  2.3235e-06	  3.6728e-05	  6.2412e+01	  3.7134e+00	  5.8699e+01	           0	
    0.999919	  2.3391e-03	  1.0000e-09	  1.1490e-02	  1.1786e+01	  2.3373e-03	  2.0025e-06	  2.0025e-06	  1.1072e-19	  8.5675e-01	  8.5675e-01	  4.7371e-14	           0	
    0.999895	  1.1248e-03	  1.0000e-09	  1.6590e-02	  1.2037e+01	  1.1229e-03	  2.0000e-06	  2.0000e-06	  6.9132e-21	  1.7811e+00	  1.7811e+00	  6.1566e-15	           0	
    0.999896	  1.2709e-06	  1.0000e-09	  1.8650e-02	  1.2138e+01	  2.4035e-07	  1.0305e-06	  1.0305e-06	  6.1380e-25	  4.2877e+03	  4.2877e+03	  2.5538e-15	           0	
    0.999965	  1.6010e-03	  1.4085e-02	  1.0000e-09	  2.0781e+00	  1.5277e-03	  7.3360e-05	  4.8182e-07	  7.2878e-05	  4.8021e+01	  3.1539e-01	  4.7705e+01	           0	
    0.999907	  5.3147e-04	  1.8366e-02	  1.0000e-09	  1.8765e+00	  5.0158e-04	  2.9928e-05	  7.6330e-08	  2.9852e-05	  5.9668e+01	  1.5218e-01	  5.9516e+01	           0	
    0.999825	  3.7275e-03	  1.0000e-09	  1.9128e-02	  1.1993e+01	  3.7262e-03	  2.0012e-06	  2.0012e-06	  3.0161e-20	  5.3706e-01	  5.3706e-01	  8.0942e-15	           0	
     0.99995	  3.4139e-05	  1.0000e-09	  1.2658e-02	  1.1969e+01	  3.2151e-05	  1.9892e-06	  1.9892e-06	  3.7286e-22	  6.1870e+01	  6.1870e+01	  1.1597e-14	           0	
     1.00001	  2.6330e-09	  1.0000e-09	  6.2011e-03	  1.1661e+01	  1.5140e-10	  2.4816e-09	  2.4816e-09	  2.3564e-26	  1.6391e+04	  1.6391e+04	  1.5564e-13	           0	
    0.999982	  8.9091e-05	  9.1328e-03	  1.0000e-09	  2.1619e+00	  8.3380e-05	  5.7130e-06	  4.9050e-08	  5.6640e-06	  6.8518e+01	  5.8827e-01	  6.7930e+01	           0	
    0.999936	  2.6467e-07	  1.0000e-09	  1.4302e-02	  1.2024e+01	  2.5689e-08	  2.3898e-07	  2.3898e-07	  1.8426e-25	  9.3026e+03	  9.3026e+03	  7.1727e-15	           0	
    0.999852	  4.2796e-03	  1.0000e-09	  1.5030e-02	  1.1839e+01	  4.2782e-03	  2.0031e-06	  2.0031e-06	  1.1479e-19	  4.6821e-01	  4.6821e-01	  2.6830e-14	           0	
    0.999935	  1.7255e-06	  1.4206e-02	  1.0000e-09	  1.9615e+00	  1.6137e-06	  1.1196e-07	  3.8075e-10	  1.1158e-07	  6.9386e+01	  2.3595e-01	  6.9150e+01	           0	
     1.00005	  2.5314e-06	  1.0000e-09	  1.3311e-03	  1.0975e+01	  7.3281e-07	  1.7985e-06	  1.7985e-06	  2.0931e-20	  2.4543e+03	  2.4543e+03	  2.8563e-11	           0	
           1	  3.2094e-07	  1.0000e-09	  6.8265e-03	  1.1703e+01	  2.2295e-08	  2.9864e-07	  2.9864e-07	  2.4660e-24	  1.3395e+04	  1.3395e+04	  1.1061e-13	           0	
    0.999938	  7.1118e-07	  1.0000e-09	  1.4035e-02	  1.2016e+01	  8.5218e-08	  6.2597e-07	  6.2597e-07	  6.5703e-25	  7.3455e+03	  7.3455e+03	  7.7099e-15	           0	
    0.999952	  2.5876e-09	  1.0000e-09	  1.2525e-02	  1.1967e+01	  2.0775e-10	  2.3799e-09	  2.3799e-09	  2.4703e-27	  1.1455e+04	  1.1455e+04	  1.1890e-14	           0	
    0.999902	  1.1699e-09	  1.7857e-02	  1.0000e-09	  1.8625e+00	  1.0946e-09	  7.5454e-11	  1.6217e-13	  7.5292e-11	  6.8936e+01	  1.4816e-01	  6.8788e+01	           0	
    0.999894	  4.8121e-09	  1.8811e-02	  1.0000e-09	  1.8400e+00	  4.5027e-09	  3.0987e-10	  6.0013e-13	  3.0927e-10	  6.8819e+01	  1.3328e-01	  6.8686e+01	           0	
    0.999937	  3.6447e-05	  1.4079e-02	  1.0000e-09	  1.9676e+00	  3.4106e-05	  2.3428e-06	  8.2485e-09	  2.3345e-06	  6.8692e+01	  2.4185e-01	  6.8450e+01	           0	
    0.999986	  6.3941e-06	  8.5481e-03	  1.0000e-09	  2.1828e+00	  5.9739e-06	  4.2029e-07	  3.9559e-09	  4.1633e-07	  7.0354e+01	  6.6220e-01	  6.9692e+01	           0	
     1.00004	  7.4318e-09	  1.0000e-09	  2.8610e-03	  1.1320e+01	  3.3658e-10	  7.0952e-09	  7.0952e-09	  7.5198e-25	  2.1080e+04	  2.1080e+04	  2.2342e-12	           0	
     1.00003	  9.8749e-08	  1.0000e-09	  3.9408e-03	  1.1462e+01	  5.0777e-09	  9.3671e-08	  9.3671e-08	  3.8286e-24	  1.8447e+04	  1.8447e+04	  7.5401e-13	           0	
    0.999945	  3.0642e-06	  1.3089e-02	  1.0000e-09	  1.9971e+00	  2.8652e-06	  1.9920e-07	  7.9870e-10	  1.9840e-07	  6.9525e+01	  2.7876e-01	  6.9246e+01	           0	
    0.999972	  7.0463e-05	  1.0000e-09	  1.0168e-02	  1.1872e+01	  6.8469e-05	  1.9956e-06	  1.9956e-06	  1.8452e-21	  2.9146e+01	  2.9146e+01	  2.6949e-14	           0	
    0.999995	  4.4729e-06	  7.5750e-03	  1.0000e-09	  2.2354e+00	  4.1776e-06	  2.9532e-07	  3.5336e-09	  2.9179e-07	  7.0691e+01	  8.4584e-01	  6.9845e+01	           0	
    0.999894	  2.4314e-05	  1.8786e-02	  1.0000e-09	  1.8417e+00	  2.2761e-05	  1.5552e-06	  3.0532e-09	  1.5521e-06	  6.8327e+01	  1.3414e-01	  6.8193e+01	           0	
     1.00006	  1.6451e-03	  3.9574e-03	  1.0000e-09	  3.3047e+00	  1.5628e-03	  8.2224e-05	  8.6993e-06	  7.3525e-05	  5.2614e+01	  5.5665e+00	  4.7047e+01	           0	
    0.999918	  8.0256e-08	  1.0000e-09	  1.6260e-02	  1.2079e+01	  7.7435e-09	  7.2513e-08	  7.2513e-08	  3.3830e-26	  9.3643e+03	  9.3643e+03	  4.3688e-15	           0	
    0.999973	  5.6438e-07	  1.0000e-09	  1.0097e-02	  1.1873e+01	  5.2946e-08	  5.1143e-07	  5.1143e-07	  1.4108e-24	  9.6595e+03	  9.6595e+03	  2.6646e-14	           0	
     1.00005	  4.2173e-05	  1.0000e-09	  1.7573e-03	  1.1090e+01	  4.0174e-05	  1.9977e-06	  1.9977e-06	  4.9689e-19	  4.9728e+01	  4.9728e+01	  1.2369e-11	           0	
    0.999946	  7.3890e-09	  1.3032e-02	  1.0000e-09	  1.9987e+00	  6.9085e-09	  4.8082e-10	  1.9417e-12	  4.7887e-10	  6.9598e+01	  2.8106e-01	  6.9317e+01	           0	
     1.00002	  3.3473e-05	  1.0000e-09	  4.8090e-03	  1.1545e+01	  3.1479e-05	  1.9932e-06	  1.9932e-06	  1.2327e-20	  6.3317e+01	  6.3317e+01	  3.9158e-13	           0	
     1.00005	  1.1095e-08	  1.0000e-09	  1.9041e-03	  1.1138e+01	  4.6370e-10	  1.0631e-08	  1.0631e-08	  4.0304e-24	  2.2926e+04	  2.2926e+04	  8.6918e-12	           0	
    0.999943	  4.2190e-09	  1.3322e-02	  1.0000e-09	  1.9892e+00	  3.9448e-09	  2.7437e-10	  1.0604e-12	  2.7331e-10	  6.9553e+01	  2.6880e-01	  6.9284e+01	           0	
    0.999935	  6.7221e-07	  1.0000e-09	  1.4404e-02	  1.2027e+01	  7.9996e-08	  5.9222e-07	  5.9222e-07	  5.5839e-25	  7.4031e+03	  7.4031e+03	  6.9803e-15	           0	
    0.999966	  3.8270e-07	  1.0715e-02	  1.0000e-09	  2.0838e+00	  3.5767e-07	  2.5033e-08	  1.4959e-10	  2.4884e-08	  6.9989e+01	  4.1822e-01	  6.9571e+01	           0	
    0.999982	  1.0875e-04	  9.1712e-03	  1.0000e-09	  2.1620e+00	  1.0182e-04	  6.9360e-06	  5.9609e-08	  6.8764e-06	  6.8122e+01	  5.8546e-01	  6.7537e+01	           0	
    0.999955	  5.2859e-09	  1.0000e-09	  1.2126e-02	  1.1953e+01	  4.1738e-10	  4.8685e-09	  4.8685e-09	  5.6081e-27	  1.1664e+04	  1.1664e+04	  1.3436e-14	           0	
     0.99998	  2.7249e-06	  1.0000e-09	  9.4176e-03	  1.1843e+01	  9.8652e-07	  1.7384e-06	  1.7384e-06	  3.4034e-23	  1.7622e+03	  1.7622e+03	  3.4499e-14	           0	
    0.999974	  2.8929e-03	  1.0000e-09	  4.2046e-03	  1.1216e+01	  2.8910e-03	  2.0293e-06	  2.0293e-06	  5.2969e-18	  7.0195e-01	  7.0195e-01	  1.8322e-12	           0	
    0.999965	  8.3951e-04	  1.0000e-09	  9.3499e-03	  1.1778e+01	  8.3754e-04	  2.0007e-06	  2.0007e-06	  4.7681e-20	  2.3888e+00	  2.3888e+00	  5.6930e-14	           0	
     1.00003	  4.5335e-04	  4.6311e-03	  1.0000e-09	  2.5471e+00	  4.2607e-04	  2.7272e-05	  9.1177e-07	  2.6360e-05	  6.4009e+01	  2.1400e+00	  6.1869e+01	           0	
    0.999908	  2.8974e-08	  1.7173e-02	  1.0000e-09	  1.8793e+00	  2.7106e-08	  1.8709e-09	  4.3484e-12	  1.8665e-09	  6.9021e+01	  1.6042e-01	  6.8861e+01	           0	
     1.00003	  7.2994e-08	  3.8080e-03	  1.0000e-09	  2.5372e+00	  6.7977e-08	  5.0159e-09	  2.3252e-10	  4.7834e-09	  7.3788e+01	  3.4206e+00	  7.0368e+01	           0	
    0.999812	  7.5836e-03	  1.0000e-09	  2.9039e-03	  1.1004e+01	  2.6351e-03	  4.9490e-03	  2.0574e-06	  1.7265e-17	  1.8781e+03	  7.8076e-01	  6.5519e-12	  4.9469e-03	
    0.999898	  1.3868e-06	  1.0000e-09	  1.8495e-02	  1.2135e+01	  2.7907e-07	  1.1077e-06	  1.1077e-06	  7.3644e-25	  3.9694e+03	  3.9694e+03	  2.6389e-15	           0	
    0.999967	  4.3448e-04	  1.0000e-09	  9.9306e-03	  1.1836e+01	  4.3250e-04	  1.9997e-06	  1.9997e-06	  1.5548e-20	  4.6236e+00	  4.6236e+00	  3.5949e-14	           0	
    0.999985	  2.5561e-05	  8.7551e-03	  1.0000e-09	  2.1743e+00	  2.3892e-05	  1.6700e-06	  1.5127e-08	  1.6549e-06	  6.9899e+01	  6.3314e-01	  6.9266e+01	           0	
    0.999944	  2.7397e-08	  1.0000e-09	  1.3410e-02	  1.1996e+01	  2.3096e-09	  2.5088e-08	  2.5088e-08	  2.1188e-26	  1.0863e+04	  1.0863e+04	  9.1738e-15	           0	
    0.999933	  3.6172e-08	  1.0000e-09	  1.4576e-02	  1.2032e+01	  3.2108e-09	  3.2961e-08	  3.2961e-08	  2.1411e-26	  1.0266e+04	  1.0266e+04	  6.6683e-15	           0	
     1.00003	  4.1669e-04	  1.0000e-09	  2.6620e-03	  1.1206e+01	  4.1466e-04	  2.0093e-06	  2.0093e-06	  1.8515e-18	  4.8456e+00	  4.8456e+00	  4.4650e-12	           0	
           1	  3.7564e-05	  6.7237e-03	  1.0000e-09	  2.2920e+00	  3.5096e-05	  2.4682e-06	  3.7981e-08	  2.4303e-06	  7.0328e+01	  1.0822e+00	  6.9246e+01	           0	
    0.999948	  9.4735e-06	  1.2797e-02	  1.0000e-09	  2.0073e+00	  8.8588e-06	  6.1513e-07	  2.5883e-09	  6.1255e-07	  6.9438e+01	  2.9218e-01	  6.9145e+01	           0	
     0.99988	  1.7765e-03	  1.0000e-09	  1.6928e-02	  1.2016e+01	  1.7747e-03	  2.0003e-06	  2.0003e-06	  1.2826e-20	  1.1272e+00	  1.1272e+00	  7.2275e-15	           0	
    0.999926	  3.7626e-03	  1.0000e-09	  7.8015e-03	  1.1515e+01	  3.7609e-03	  2.0114e-06	  2.0114e-06	  9.8040e-19	  5.3483e-01	  5.3483e-01	  2.6068e-13	           0	
    0.999935	  4.3815e-06	  1.4266e-02	  1.0000e-09	  1.9598e+00	  4.0977e-06	  2.8406e-07	  9.5919e-10	  2.8310e-07	  6.9322e+01	  2.3408e-01	  6.9088e+01	           0	
    0.999895	  4.2263e-06	  1.0000e-09	  1.8755e-02	  1.2140e+01	  2.3994e-06	  1.8272e-06	  1.8272e-06	  5.9979e-24	  7.6150e+02	  7.6150e+02	  2.4997e-15	           0	
     1.00005	  1.9602e-03	  2.2009e-03	  1.0000e-09	  4.5727e+00	  1.8895e-03	  7.0589e-05	  3.8918e-05	  3.1670e-05	  3.7358e+01	  2.0597e+01	  1.6761e+01	           0	
    0.999921	  2.3862e-06	  1.5716e-02	  1.0000e-09	  1.9178e+00	  2.2320e-06	  1.5437e-07	  4.2900e-10	  1.5394e-07	  6.9162e+01	  1.9221e-01	  6.8970e+01	           0	
     1.00004	  4.7829e-07	  2.3347e-03	  1.0000e-09	  2.7555e+00	  4.4292e-07	  3.5347e-08	  4.1198e-09	  3.1228e-08	  7.9806e+01	  9.3014e+00	  7.0504e+01	           0	
    0.999962	  2.9252e-07	  1.0000e-09	  1.1318e-02	  1.1923e+01	  2.5331e-08	  2.6719e-07	  2.6719e-07	  4.4123e-25	  1.0548e+04	  1.0548e+04	  1.7419e-14	           0	
    0.999918	  1.8709e-09	  1.0000e-09	  1.6229e-02	  1.2078e+01	  1.7451e-10	  1.6964e-09	  1.6964e-09	  7.6813e-28	  9.7208e+03	  9.7208e+03	  4.4017e-15	           0	
    0.999887	  1.9871e-03	  1.0000e-09	  1.5713e-02	  1.1968e+01	  1.9853e-03	  2.0006e-06	  2.0006e-06	  2.1590e-20	  1.0077e+00	  1.0077e+00	  1.0875e-14	           0	
           1	  9.8039e-07	  6.7467e-03	  1.0000e-09	  2.2856e+00	  9.1532e-07	  6.5065e-08	  9.7870e-10	  6.4086e-08	  7.1084e+01	  1.0692e+00	  7.0015e+01	           0	
    0.999888	  3.3938e-06	  1.0000e-09	  1.9593e-02	  1.2159e+01	  1.6434e-06	  1.7506e-06	  1.7506e-06	  3.4546e-24	  1.0653e+03	  1.0653e+03	  2.1021e-15	           0	
    0.999944	  2.2924e-09	  1.0000e-09	  1.3360e-02	  1.1994e+01	  1.9080e-10	  2.1016e-09	  2.1016e-09	  1.7754e-27	  1.1014e+04	  1.1014e+04	  9.3047e-15	           0	
    0.999992	  9.0607e-04	  9.6980e-03	  1.0000e-09	  2.2179e+00	  8.5823e-04	  4.7852e-05	  5.1283e-07	  4.7339e-05	  5.5757e+01	  5.9755e-01	  5.5160e+01	           0	
    0.999899	  4.6089e-09	  1.0000e-09	  1.8352e-02	  1.2131e+01	  4.6430e-10	  4.1446e-09	  4.1446e-09	  1.2629e-27	  8.9265e+03	  8.9265e+03	  2.7200e-15	           0	
    0.999977	  1.1279e-07	  1.0000e-09	  9.6855e-03	  1.1855e+01	  8.3061e-09	  1.0449e-07	  1.0449e-07	  2.5811e-25	  1.2580e+04	  1.2580e+04	  3.1075e-14	           0	
     1.00003	  2.0151e-09	  1.0000e-09	  3.8617e-03	  1.1453e+01	  9.8505e-11	  1.9166e-09	  1.9166e-09	  7.9605e-26	  1.9457e+04	  1.9457e+04	  8.0813e-13	           0	
    0.999934	  7.3153e-04	  1.5810e-02	  1.0000e-09	  1.9576e+00	  6.9203e-04	  3.9548e-05	  1.4876e-07	  3.9399e-05	  5.7147e+01	  2.1496e-01	  5.6932e+01	           0	
    0.999917	  1.8453e-04	  1.0000e-09	  1.5981e-02	  1.2063e+01	  1.8255e-04	  1.9978e-06	  1.9978e-06	  9.1428e-22	  1.0944e+01	  1.0944e+01	  5.0085e-15	           0	
    0.999908	  2.4313e-06	  1.0000e-09	  1.7344e-02	  1.2107e+01	  8.3922e-07	  1.5921e-06	  1.5921e-06	  2.8515e-24	  1.8971e+03	  1.8971e+03	  3.3978e-15	           0	
    0.999984	  3.3644e-09	  1.0000e-09	  8.9720e-03	  1.1822e+01	  2.2741e-10	  3.1370e-09	  3.1370e-09	  9.3615e-27	  1.3794e+04	  1.3794e+04	  4.1166e-14	           0	
    0.999887	  6.6398e-05	  1.9620e-02	  1.0000e-09	  1.8248e+00	  6.2213e-05	  4.1927e-06	  7.6873e-09	  4.1851e-06	  6.7394e+01	  1.2356e-01	  6.7270e+01	           0	
    0.999901	  1.1996e-06	  1.0000e-09	  1.8172e-02	  1.2127e+01	  2.1522e-07	  9.8440e-07	  9.8440e-07	  6.0873e-25	  4.5739e+03	  4.5739e+03	  2.8284e-15	           0	
     1.00005	  2.4181e-04	  1.0000e-09	  1.3816e-03	  1.0910e+01	  2.3978e-04	  2.0219e-06	  2.0219e-06	  8.7005e-18	  8.4325e+00	  8.4325e+00	  3.6286e-11	           0	
     1.00003	  8.1758e-07	  1.0000e-09	  3.2651e-03	  1.1379e+01	  5.9688e-08	  7.5789e-07	  7.5789e-07	  8.5452e-23	  1.2698e+04	  1.2698e+04	  1.4317e-12	           0	
           1	  7.3895e-08	  6.7890e-03	  1.0000e-09	  2.2828e+00	  6.8991e-08	  4.9042e-09	  7.2829e-11	  4.8314e-09	  7.1085e+01	  1.0556e+00	  7.0029e+01	           0	
    0.999991	  8.6629e-07	  7.9984e-03	  1.0000e-09	  2.2112e+00	  8.0914e-07	  5.7149e-08	  6.1252e-10	  5.6537e-08	  7.0629e+01	  7.5700e-01	  6.9872e+01	           0	
    0.999971	  3.3351e-04	  1.0926e-02	  1.0000e-09	  2.1029e+00	  3.1355e-04	  1.9973e-05	  1.3432e-07	  1.9839e-05	  6.3701e+01	  4.2838e-01	  6.3273e+01	           0	
     1.00005	  9.2702e-03	  1.8632e-02	  1.0000e-09	  3.2666e+00	  9.0655e-03	  2.0422e-04	  2.0510e-05	  1.8371e-04	  2.2528e+01	  2.2625e+00	  2.0265e+01	           0	
    0.999965	  1.3456e-08	  1.0000e-09	  1.1045e-02	  1.1912e+01	  1.0141e-09	  1.2442e-08	  1.2442e-08	  1.9351e-26	  1.2268e+04	  1.2268e+04	  1.9082e-14	           0	
    0.999962	  9.5140e-07	  1.0000e-09	  1.1312e-02	  1.1922e+01	  1.1745e-07	  8.3395e-07	  8.3395e-07	  2.0504e-24	  7.1004e+03	  7.1004e+03	  1.7458e-14	           0	
    0.999982	  5.9711e-05	  1.0000e-09	  9.0663e-03	  1.1822e+01	  5.7717e-05	  1.9951e-06	  1.9951e-06	  2.3672e-21	  3.4566e+01	  3.4566e+01	  4.1015e-14	           0	
    0.999876	  9.1927e-04	  1.0000e-09	  1.9025e-02	  1.2110e+01	  9.1739e-04	  1.9997e-06	  1.9997e-06	  2.9431e-21	  2.1798e+00	  2.1798e+00	  3.2081e-15	           0	
    0.999993	  2.3104e-03	  1.0000e-09	  3.2933e-03	  1.1114e+01	  2.3084e-03	  2.0375e-06	  2.0375e-06	  8.6944e-18	  8.8264e-01	  8.8264e-01	  3.7665e-12	           0	
     0.99992	  2.3709e-08	  1.5852e-02	  1.0000e-09	  1.9139e+00	  2.2176e-08	  1.5344e-09	  4.1867e-12	  1.5302e-09	  6.9193e+01	  1.8879e-01	  6.9004e+01	           0	
     1.00001	  1.0522e-05	  1.0000e-09	  5.9087e-03	  1.1639e+01	  8.5498e-06	  1.9725e-06	  1.9725e-06	  1.5913e-21	  2.3070e+02	  2.3070e+02	  1.8612e-13	           0	
    0.999887	  1.0435e-04	  1.9706e-02	  1.0000e-09	  1.8246e+00	  9.7837e-05	  6.5210e-06	  1.2050e-08	  6.5090e-06	  6.6652e+01	  1.2316e-01	  6.6529e+01	           0	
     1.00002	  9.8231e-07	  4.6457e-03	  1.0000e-09	  2.4496e+00	  9.1585e-07	  6.6433e-08	  2.0894e-09	  6.4344e-08	  7.2537e+01	  2.2814e+00	  7.0256e+01	           0	
     1.00006	  4.6080e-03	  9.5307e-03	  1.0000e-09	  3.3805e+00	  4.4539e-03	  1.5386e-04	  1.9091e-05	  1.3477e-04	  3.4544e+01	  4.2864e+00	  3.0258e+01	           0	
    0.999952	  1.3622e-09	  1.2357e-02	  1.0000e-09	  2.0218e+00	  1.2734e-09	  8.8766e-11	  3.9872e-13	  8.8368e-11	  6.9706e+01	  3.1310e-01	  6.9392e+01	           0	
     1.00002	  2.7683e-04	  1.0000e-09	  4.7679e-03	  1.1511e+01	  2.7482e-04	  2.0007e-06	  2.0007e-06	  1.3858e-19	  7.2802e+00	  7.2802e+00	  5.0426e-13	           0	
    0.999904	  1.2112e-07	  1.0000e-09	  1.7776e-02	  1.2117e+01	  1.2552e-08	  1.0857e-07	  1.0857e-07	  3.8709e-26	  8.6491e+03	  8.6491e+03	  3.0838e-15	           0	
     1.00002	  3.3569e-05	  4.6093e-03	  1.0000e-09	  2.4593e+00	  3.1317e-05	  2.2510e-06	  7.2339e-08	  2.1786e-06	  7.1876e+01	  2.3099e+00	  6.9567e+01	           0	
    0.999962	  1.0982e-05	  1.1201e-02	  1.0000e-09	  2.0653e+00	  1.0267e-05	  7.1535e-07	  3.9324e-09	  7.1142e-07	  6.9676e+01	  3.8302e-01	  6.9293e+01	           0	
    0.999901	  1.1392e-06	  1.7955e-02	  1.0000e-09	  1.8602e+00	  1.0659e-06	  7.3438e-08	  1.5620e-10	  7.3282e-08	  6.8900e+01	  1.4655e-01	  6.8754e+01	           0	
    0.999894	  2.1267e-07	  1.8762e-02	  1.0000e-09	  1.8411e+00	  1.9899e-07	  1.3695e-08	  2.6663e-11	  1.3668e-08	  6.8821e+01	  1.3399e-01	  6.8687e+01	           0	
    0.999942	  1.5711e-09	  1.3389e-02	  1.0000e-09	  1.9870e+00	  1.4690e-09	  1.0216e-10	  3.9087e-13	  1.0177e-10	  6.9543e+01	  2.6607e-01	  6.9277e+01	           0	
    0.999885	  8.7602e-08	  1.9745e-02	  1.0000e-09	  1.8191e+00	  8.1979e-08	  5.6324e-09	  9.8991e-12	  5.6225e-09	  6.8706e+01	  1.2075e-01	  6.8585e+01	           0	
